City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
295,Shitanjing,39.2342,106.3439,40.59,29,66,4.27,CN,2021-03-29 00:03:44
296,Ovalle,-30.5983,-71.2003,69.93,57,0,3.94,CL,2021-03-29 00:02:37
297,Saint-Louis,16.3333,-15.0,84.2,34,0,4.61,SN,2021-03-29 00:03:44
298,Carauari,-4.8828,-66.8958,73.87,98,77,0.4,BR,2021-03-29 00:03:44
299,Vitim,59.4511,112.5578,19.11,91,99,1.9,RU,2021-03-29 00:03:45
300,Vostok,46.4856,135.8833,36.18,90,100,3.85,RU,2021-03-29 00:00:20
301,Morehead,37.2711,-87.1764,51.01,29,1,8.05,US,2021-03-29 00:03:45
302,Dikson,73.5069,80.5464,-27.63,100,96,7.25,RU,2021-03-28 23:57:38
303,Faanui,-16.4833,-151.75,82.76,72,45,20.07,PF,2021-03-28 23:58:01
304,Komsomolskiy,40.4272,71.7189,50.0,62,75,18.41,UZ,2021-03-29 00:03:46
305,Narsaq,60.9167,-46.05,21.2,58,0,2.3,GL,2021-03-28 23:57:58
306,Trincomalee,8.5711,81.2335,78.93,80,57,7.85,LK,2021-03-29 00:03:46
307,Springbok,-29.6643,17.8865,63.0,30,1,3.0,ZA,2021-03-29 00:03:46
308,Tabou,4.423,-7.3528,78.19,88,82,4.16,CI,2021-03-28 23:58:12
309,Baruun-Urt,46.6806,113.2792,29.52,43,3,6.31,MN,2021-03-29 00:03:47
310,Nioro,13.35,-15.75,76.62,35,2,6.64,GM,2021-03-28 23:58:31
311,Mailsi,29.8003,72.1758,78.53,17,5,8.75,PK,2021-03-29 00:03:47
312,Comodoro Rivadavia,-45.8667,-67.5,57.2,77,0,9.22,AR,2021-03-29 00:03:06
313,Severo-Kurilsk,50.6789,156.125,30.27,71,6,7.31,RU,2021-03-28 23:58:08
314,Kondoa,-4.9,35.7833,60.49,96,99,3.65,TZ,2021-03-29 00:03:48
315,Vrangel,42.7297,133.0839,35.87,98,95,3.06,RU,2021-03-29 00:03:48
316,Perelyub,51.8667,50.3667,32.07,96,100,12.91,RU,2021-03-29 00:03:48
317,Barranca De Upia,4.5696,-72.9668,79.47,67,85,3.02,CO,2021-03-29 00:03:48
318,Yarensk,62.1675,49.0916,31.69,87,100,5.91,RU,2021-03-29 00:03:49
319,Jefferson City,38.5767,-92.1735,55.4,35,1,9.22,US,2021-03-29 00:01:51
320,Inhambane,-23.865,35.3833,71.55,81,3,12.08,MZ,2021-03-29 00:03:49
321,Comonfort,20.7167,-100.7667,73.99,47,49,10.0,MX,2021-03-29 00:03:49
322,Viedma,-40.8135,-62.9967,63.18,34,91,5.06,AR,2021-03-29 00:03:50
323,Adrar,20.5022,-10.0711,79.38,8,85,10.87,MR,2021-03-28 23:57:39
324,Gushikawa,26.3544,127.8686,73.4,94,75,5.75,JP,2021-03-29 00:03:50
325,Nanortalik,60.1432,-45.2371,22.3,69,2,17.05,GL,2021-03-28 23:58:08
326,Marzuq,14.4,46.4667,63.77,27,1,5.01,YE,2021-03-28 23:58:26
327,Mukhen,48.1,136.1,38.21,86,100,6.51,RU,2021-03-29 00:03:50
328,Sasaram,24.951,84.0149,75.0,15,0,3.69,IN,2021-03-29 00:03:51
329,Meulaboh,4.1363,96.1285,76.28,88,96,4.56,ID,2021-03-28 23:58:52
330,Palmer,42.1584,-72.3287,55.0,100,90,3.44,US,2021-03-28 23:58:53
331,Vallenar,-28.5708,-70.7581,66.63,60,0,3.31,CL,2021-03-28 23:59:00
332,Pochutla,15.7432,-96.4661,87.8,45,1,17.27,MX,2021-03-28 23:59:18
333,Vuktyl,63.8567,57.3094,26.38,98,100,3.8,RU,2021-03-29 00:03:51
334,Cockburn Town,21.4612,-71.1419,78.8,69,40,17.27,TC,2021-03-29 00:03:52
335,Slavyanka,42.8633,131.3847,43.43,77,99,11.45,RU,2021-03-29 00:03:52
336,Rawlins,41.7911,-107.2387,55.4,21,1,25.32,US,2021-03-29 00:03:09
337,Burgersdorp,-30.9977,26.3286,58.59,42,100,3.87,ZA,2021-03-29 00:03:52
338,Guerrero Negro,27.9769,-114.0611,78.17,28,29,11.1,MX,2021-03-28 23:58:17
339,Amparafaravola,-17.5833,48.2167,65.66,95,14,1.52,MG,2021-03-29 00:03:53
340,Bjelovar,45.8986,16.8489,37.4,87,0,1.99,HR,2021-03-29 00:03:53
341,Alihe,50.5667,123.7167,34.95,98,100,4.68,CN,2021-03-29 00:03:53
342,Maun,-19.9833,23.4167,69.8,68,0,4.61,BW,2021-03-29 00:03:54
343,Arrecife,28.963,-13.5477,64.4,77,20,3.44,ES,2021-03-29 00:03:54
344,Nemuro,43.3236,145.575,46.4,100,75,6.91,JP,2021-03-29 00:03:54
345,Mata,40.683,-7.4592,55.0,67,34,3.02,PT,2021-03-29 00:03:55
346,Armidale,-30.5167,151.65,68.0,64,15,2.13,AU,2021-03-29 00:02:19
347,Cherskiy,68.75,161.3,-0.2,83,99,4.05,RU,2021-03-28 23:59:01
348,Tiznit,29.5833,-9.5,62.62,54,32,2.1,MA,2021-03-28 23:58:30
349,Birnin Kebbi,12.4539,4.1975,77.2,14,0,11.03,NG,2021-03-29 00:03:55
350,Abapo,-18.8333,-63.4667,63.55,68,93,1.61,BO,2021-03-29 00:03:56
351,Bria,6.5423,21.9863,71.22,30,1,4.76,CF,2021-03-29 00:03:56
352,Naryan-Mar,67.6713,53.087,33.66,93,100,10.78,RU,2021-03-29 00:03:56
353,Uglich,57.5275,38.3317,25.74,94,13,4.63,RU,2021-03-29 00:03:57
354,Homer,59.6425,-151.5483,36.0,51,75,1.07,US,2021-03-28 23:59:49
355,Ardakan,32.31,54.0175,50.0,23,0,4.61,IR,2021-03-29 00:03:57
356,Birin,26.8865,88.0718,62.6,82,40,2.3,NP,2021-03-29 00:03:58
357,Raudeberg,61.9875,5.1352,44.01,69,87,21.83,NO,2021-03-29 00:03:58
358,Esna,25.2934,32.554,60.8,41,0,17.25,EG,2021-03-29 00:03:58
359,Aklavik,68.2191,-135.0107,-4.0,54,50,4.61,CA,2021-03-28 23:58:24
360,Markova,48.6758,24.4138,27.66,85,30,6.17,UA,2021-03-29 00:03:59
361,Bubaque,11.2833,-15.8333,75.63,74,0,18.41,GW,2021-03-28 23:58:21
362,Fez,34.0372,-4.9998,53.6,82,0,2.3,MA,2021-03-29 00:00:39
363,Terrace,54.5163,-128.6035,41.0,48,75,14.97,CA,2021-03-29 00:00:12
364,Tome,-36.6167,-72.95,55.4,88,0,5.75,CL,2021-03-29 00:03:59
365,Havre-Saint-Pierre,50.2334,-63.5986,28.4,69,90,12.66,CA,2021-03-28 23:59:41
366,Varia,44.5725,-0.1104,53.01,63,5,3.0,FR,2021-03-29 00:04:00
367,Namtsy,62.7161,129.6658,1.4,85,40,2.24,RU,2021-03-29 00:04:00
368,Mayo,38.8876,-76.5119,59.0,88,90,13.8,US,2021-03-29 00:00:06
369,Rieti,42.4072,12.8592,48.99,60,6,4.61,IT,2021-03-29 00:04:00
370,Green River,41.5286,-109.4662,55.99,21,1,21.85,US,2021-03-29 00:04:01
371,Rock Sound,24.9,-76.2,77.14,69,1,12.59,BS,2021-03-29 00:04:01
372,Ambon,-3.6954,128.1814,80.6,83,20,5.75,ID,2021-03-29 00:04:01
373,Vao,-22.6667,167.4833,77.67,80,13,14.03,NC,2021-03-28 23:57:48
374,Mogok,22.9167,96.5,68.38,32,100,1.07,MM,2021-03-29 00:04:02
375,Marondera,-18.1853,31.5519,56.03,93,93,12.06,ZW,2021-03-29 00:04:02
376,Ribeira Brava,32.65,-17.0667,61.0,74,69,3.0,PT,2021-03-29 00:04:03
377,Peace River,56.2501,-117.286,26.6,74,90,29.93,CA,2021-03-29 00:04:03
378,Katobu,-4.9408,122.5276,75.85,94,100,5.59,ID,2021-03-29 00:04:03
379,Lazaro Cardenas,17.9583,-102.2,79.7,59,2,7.63,MX,2021-03-29 00:00:18
380,Batemans Bay,-35.7167,150.1833,69.01,66,6,1.01,AU,2021-03-28 23:59:25
381,Whitehorse,60.7161,-135.0538,23.0,33,75,12.66,CA,2021-03-29 00:04:04
382,Muros,42.7762,-9.0603,54.0,80,0,7.61,ES,2021-03-28 23:58:17
383,Luganville,-15.5333,167.1667,83.64,78,36,9.78,VU,2021-03-29 00:04:04
384,Paramirim,-13.4425,-42.2389,75.4,33,28,4.63,BR,2021-03-29 00:04:05
385,Bela,25.9333,81.9833,75.56,15,2,5.28,IN,2021-03-29 00:04:05
386,Cururupu,-1.8283,-44.8683,74.14,97,53,2.93,BR,2021-03-29 00:00:09
387,Lakes Entrance,-37.8811,147.981,61.0,71,58,3.0,AU,2021-03-29 00:04:05
388,Sosnovo,60.5514,30.2144,35.01,97,87,5.93,RU,2021-03-29 00:04:06
389,Malanje,-9.5402,16.341,61.92,92,64,3.31,AO,2021-03-29 00:04:06
390,Wanxian,30.8039,108.3897,66.88,69,19,2.89,CN,2021-03-29 00:01:34
391,Luebo,-5.35,21.4167,70.11,93,87,1.54,CD,2021-03-29 00:04:07
392,Alofi,-19.0595,-169.9187,82.4,78,6,18.41,NU,2021-03-29 00:00:22
393,Kummersbruck,49.4192,11.8883,39.0,87,1,3.58,DE,2021-03-29 00:04:07
394,Parana,-31.732,-60.5238,66.99,90,80,6.62,AR,2021-03-29 00:04:08
395,Nome,64.5011,-165.4064,19.99,93,90,28.77,US,2021-03-28 23:58:21
396,Axim,4.8699,-2.2405,78.8,88,13,6.58,GH,2021-03-29 00:03:23
397,Tempio Pausania,40.8974,9.1035,44.6,93,0,2.57,IT,2021-03-29 00:04:08
398,Raga,8.4596,25.678,75.92,16,2,8.05,SS,2021-03-29 00:04:08
399,Novikovo,51.1537,37.8879,32.7,95,100,4.72,RU,2021-03-29 00:04:09
400,Turbat,26.0023,63.044,78.35,46,63,3.67,PK,2021-03-29 00:04:09
401,Braila,45.2667,27.9833,39.2,75,96,9.22,RO,2021-03-29 00:04:09
402,Plerin,48.5425,-2.7798,46.99,83,21,8.01,FR,2021-03-29 00:04:10
403,Jasper,37.2001,-94.3502,55.99,38,1,4.61,US,2021-03-29 00:04:10
404,San Juan,-31.5375,-68.5364,70.39,24,0,9.66,AR,2021-03-29 00:04:10
405,Sao Felix Do Xingu,-6.6447,-51.995,72.84,92,57,2.01,BR,2021-03-29 00:04:11
406,Pangody,65.85,74.4859,-12.28,99,82,8.86,RU,2021-03-29 00:04:11
407,Katherine,-14.4667,132.2667,78.8,78,97,4.61,AU,2021-03-29 00:04:12
408,Shahreza,32.0339,51.8794,44.04,27,7,5.68,IR,2021-03-29 00:04:12
409,Bor,56.3567,44.0669,19.4,79,0,3.51,RU,2021-03-29 00:04:12
410,Sao Jose Da Coroa Grande,-8.8978,-35.1478,78.78,80,90,6.2,BR,2021-03-29 00:02:58
411,Seymchan,62.8833,152.4333,0.64,81,100,1.81,RU,2021-03-29 00:04:13
412,Kroya,-7.6331,109.2461,78.78,85,86,3.38,ID,2021-03-29 00:04:13
413,Ancud,-41.8697,-73.8203,62.6,72,0,12.66,CL,2021-03-28 23:58:23
414,Matamoros,25.5333,-103.25,75.2,31,75,23.02,MX,2021-03-29 00:04:13
415,Sola,-13.8833,167.55,84.2,89,90,5.75,VU,2021-03-29 00:04:14
416,Nizwa,22.9333,57.5333,78.37,17,17,4.47,OM,2021-03-29 00:04:14
417,Destin,30.3935,-86.4958,71.6,78,75,19.57,US,2021-03-29 00:00:56
418,Sesheke,-17.4759,24.2968,64.17,76,33,2.95,ZM,2021-03-29 00:04:14
419,Russell,32.3502,-85.1999,62.6,72,75,12.66,US,2021-03-29 00:04:15
420,Margate,51.3813,1.3862,48.99,71,96,5.01,GB,2021-03-28 23:59:25
421,Qaqortoq,60.7167,-46.0333,21.2,58,0,2.3,GL,2021-03-28 23:59:38
422,Los Llanos De Aridane,28.6585,-17.9182,64.4,77,75,3.44,ES,2021-03-29 00:04:15
423,Zakamensk,50.3741,103.2863,26.19,63,84,1.61,RU,2021-03-29 00:04:15
424,Pangnirtung,66.1451,-65.7125,-0.76,96,100,2.55,CA,2021-03-28 23:58:15
425,Ducheng,23.2373,111.5317,77.81,77,46,3.96,CN,2021-03-29 00:04:16
426,Khash,28.2211,61.2158,59.4,31,68,6.55,IR,2021-03-29 00:03:05
427,Omsukchan,62.5333,155.8,7.7,72,93,3.11,RU,2021-03-29 00:04:16
428,Yurimaguas,-5.9,-76.0833,75.2,100,90,5.75,PE,2021-03-29 00:04:16
429,Noshiro,40.2039,140.0242,59.0,88,40,8.05,JP,2021-03-29 00:04:17
430,Amahai,-3.3333,128.9167,79.75,82,100,3.6,ID,2021-03-29 00:04:17
431,Katsuura,35.1333,140.3,64.99,88,20,3.44,JP,2021-03-28 23:57:46
432,Vardo,70.3705,31.1107,33.93,88,58,14.54,NO,2021-03-29 00:04:17
433,Marang,5.2056,103.2059,77.0,94,20,3.44,MY,2021-03-28 23:58:46
434,Honiara,-9.4333,159.95,88.07,59,26,6.51,SB,2021-03-29 00:04:18
435,Taikang,46.8333,124.4167,41.61,74,33,13.35,CN,2021-03-29 00:04:18
436,Cookeville,36.1628,-85.5016,51.8,43,20,6.91,US,2021-03-29 00:04:18
437,Fairbanks,64.8378,-147.7164,19.0,45,1,5.03,US,2021-03-28 23:55:31
438,Scarborough,54.2797,-0.4044,54.0,81,100,8.99,GB,2021-03-28 23:59:18
439,Yerbogachen,61.2767,108.0108,17.98,99,100,2.55,RU,2021-03-28 23:58:04
440,Goderich,43.7501,-81.7165,33.8,93,100,19.57,CA,2021-03-29 00:00:12
441,San Francisco Del Mar,16.2333,-94.65,82.85,67,1,8.66,MX,2021-03-29 00:04:19
442,Karpogory,64.0019,44.4451,32.27,91,99,9.06,RU,2021-03-29 00:04:20
443,Adilcevaz,38.8039,42.7342,28.4,74,40,2.3,TR,2021-03-29 00:02:09
444,College,64.8569,-147.8028,19.0,48,75,4.61,US,2021-03-28 23:58:10
445,Buala,-8.145,159.5921,85.12,69,20,7.85,SB,2021-03-29 00:04:20
446,Mercedes,-34.6515,-59.4307,66.99,96,62,8.28,AR,2021-03-29 00:04:20
447,Poyarkovo,49.6,128.6833,35.42,96,100,11.77,RU,2021-03-29 00:04:21
448,Pokrovsk,48.282,37.1758,34.93,83,13,6.6,UA,2021-03-29 00:04:21
449,Naliya,23.2667,68.8333,74.91,78,6,8.1,IN,2021-03-29 00:04:21
450,Ontario,34.0633,-117.6509,89.01,10,1,9.22,US,2021-03-29 00:03:42
451,Kununurra,-15.7667,128.7333,82.4,78,100,5.75,AU,2021-03-28 23:58:54
452,Zhigansk,66.7697,123.3711,8.42,96,100,4.54,RU,2021-03-29 00:04:22
453,Longyan,25.1072,117.0225,75.99,69,50,3.18,CN,2021-03-29 00:04:22
454,Gao,16.6362,1.637,71.58,13,0,12.64,ML,2021-03-29 00:04:23
455,Dossor,47.5272,52.9811,38.79,90,99,4.94,KZ,2021-03-29 00:04:23
456,Abonnema,4.7084,6.7931,79.81,81,4,5.39,NG,2021-03-29 00:02:46
457,Acari,-15.4311,-74.6158,73.63,78,23,4.16,PE,2021-03-29 00:04:24
458,Opuwo,-18.0607,13.84,72.5,54,86,2.89,NA,2021-03-29 00:01:38
459,Salinopolis,-0.6136,-47.3561,77.45,88,56,9.78,BR,2021-03-29 00:04:24
460,Sorland,67.667,12.6934,39.2,92,100,29.01,NO,2021-03-29 00:00:16
461,Vondrozo,-22.8167,47.2833,65.84,97,10,2.48,MG,2021-03-29 00:04:24
462,Schwarzenbek,53.5,10.4833,48.99,70,100,1.99,DE,2021-03-29 00:04:24
463,Sal Rei,16.1833,-22.9167,68.0,73,75,17.27,CV,2021-03-28 23:59:38
464,Sur,22.5667,59.5289,82.74,37,79,5.37,OM,2021-03-28 23:59:14
465,Cacequi,-29.8836,-54.825,62.96,78,16,6.22,BR,2021-03-29 00:04:25
466,San Ramon,37.7799,-121.978,78.8,17,1,12.66,US,2021-03-29 00:04:25
467,Priupskiy,53.9096,37.736,30.72,92,100,2.48,RU,2021-03-29 00:04:26
468,Tessalit,20.1986,1.0114,71.26,11,0,14.79,ML,2021-03-29 00:02:11
469,Dandong,40.1292,124.3947,47.41,33,0,10.96,CN,2021-03-29 00:04:26
470,Vila,42.0304,-8.1588,53.01,59,5,1.99,PT,2021-03-29 00:04:26
471,Naze,28.3667,129.4833,68.0,88,75,4.61,JP,2021-03-28 23:59:44
472,Brae,60.3964,-1.353,48.2,87,90,25.32,GB,2021-03-29 00:04:27
473,North Platte,41.1239,-100.7654,68.0,21,1,11.5,US,2021-03-29 00:04:07
474,Cheremukhovo,60.3484,59.9851,23.07,92,81,3.65,RU,2021-03-29 00:04:27
475,Bandar-E Lengeh,26.5579,54.8807,76.57,57,98,5.44,IR,2021-03-29 00:04:28
476,Itarema,-2.9248,-39.9167,76.95,84,6,5.32,BR,2021-03-28 23:58:18
477,Sawakin,19.1059,37.3321,73.08,67,38,8.16,SD,2021-03-29 00:03:16
478,Pirgos,35.1167,25.7178,55.0,70,0,4.5,GR,2021-03-29 00:04:28
479,Charters Towers,-20.1,146.2667,80.56,53,69,14.54,AU,2021-03-29 00:00:21
480,Niamey,13.5137,2.1098,82.4,9,0,6.91,NE,2021-03-29 00:04:28
481,Crestview,30.7621,-86.5705,66.2,77,75,9.22,US,2021-03-29 00:02:26
482,Lodi,38.1302,-121.2725,81.0,32,0,5.99,US,2021-03-29 00:03:20
483,Snihurivka,47.0758,32.8052,43.11,84,70,8.79,UA,2021-03-29 00:04:29
484,Acapulco,16.8634,-99.8901,84.2,65,1,9.22,MX,2021-03-28 23:54:50
485,Uaua,-9.8414,-39.4817,79.63,60,89,16.13,BR,2021-03-29 00:04:29
486,Bonfim,3.0833,-59.95,82.87,61,91,10.27,BR,2021-03-29 00:04:30
487,Arak,34.0917,49.6892,39.2,37,0,2.64,IR,2021-03-29 00:02:30
488,Batagay,67.6333,134.6333,6.28,93,100,2.26,RU,2021-03-29 00:04:30
489,Palora,-1.7,-77.9333,69.8,88,90,2.3,EC,2021-03-29 00:04:30
490,Uruzgan,32.8333,66.0,54.45,27,0,5.75,AF,2021-03-29 00:04:31
491,Vung Tau,10.346,107.0843,80.19,78,48,13.33,VN,2021-03-29 00:04:31
492,Guachucal,0.9609,-77.7316,48.9,92,95,5.1,CO,2021-03-29 00:04:31
493,Yertarskiy,56.7902,64.2995,28.4,86,97,11.5,RU,2021-03-29 00:04:31
494,Sierra Vista,31.5545,-110.3037,71.6,10,1,14.97,US,2021-03-29 00:00:00
495,Portland,45.5234,-122.6762,46.99,89,96,5.01,US,2021-03-28 23:56:05
496,Howard Springs,-12.497,131.047,82.99,74,0,6.91,AU,2021-03-29 00:04:32
497,Izumo,35.3667,132.7667,60.8,67,75,5.75,JP,2021-03-29 00:04:32
498,Salekhard,66.53,66.6019,-16.13,100,55,1.79,RU,2021-03-29 00:00:23
499,Pentaplatanon,40.8167,22.4086,55.0,99,15,5.01,GR,2021-03-29 00:04:33
500,Markkleeberg,51.2833,12.4,51.01,62,20,8.05,DE,2021-03-29 00:04:33
501,Horta,38.5333,-28.6333,59.38,85,100,21.83,PT,2021-03-29 00:04:33
502,Poros,37.4994,23.4536,55.0,60,11,1.99,GR,2021-03-29 00:04:33
503,Quchan,37.106,58.5095,30.51,79,67,4.63,IR,2021-03-29 00:04:34
504,Mitsamiouli,-11.3847,43.2844,82.53,70,64,5.73,KM,2021-03-29 00:04:34
505,Catalina,32.5056,-110.9211,82.99,10,0,1.01,US,2021-03-29 00:04:34
506,Poli,-3.3333,36.8,60.94,82,100,2.28,TZ,2021-03-29 00:04:35
507,Dakar,14.6937,-17.4441,64.4,94,5,16.11,SN,2021-03-28 23:59:49
508,Le Port,-20.9373,55.2919,75.2,83,20,4.61,RE,2021-03-29 00:04:35
509,Tezu,27.9167,96.1667,68.99,23,1,3.94,IN,2021-03-28 23:58:37
510,Jalu,29.0331,21.5482,57.06,43,25,8.63,LY,2021-03-29 00:04:35
511,Antofagasta,-23.65,-70.4,64.4,68,0,9.22,CL,2021-03-28 23:56:03
512,Candelaria,13.9311,121.4233,82.0,84,97,1.99,PH,2021-03-29 00:04:36
513,Sao Borja,-28.6606,-56.0044,64.13,77,6,5.79,BR,2021-03-29 00:04:36
514,Pierre,44.3683,-100.351,69.8,21,1,4.61,US,2021-03-29 00:00:55
515,Limulunga,-15.0969,23.1376,65.7,84,60,5.23,ZM,2021-03-29 00:04:37
516,Poronaysk,49.2167,143.1167,31.87,98,100,8.19,RU,2021-03-29 00:04:37
517,Hare Bay,48.8499,-54.0148,23.0,80,98,3.44,CA,2021-03-29 00:04:37
518,Tomohon,1.3346,124.8392,78.8,94,40,2.3,ID,2021-03-29 00:04:38
519,Orlik,52.5178,99.825,14.22,76,100,1.41,RU,2021-03-29 00:04:38
520,Shubarkuduk,49.1447,56.4872,28.13,95,100,8.23,KZ,2021-03-29 00:04:38
521,Haines Junction,60.7522,-137.5108,26.6,22,20,4.61,CA,2021-03-29 00:04:38
522,Rawson,-43.3002,-65.1023,60.69,83,68,15.77,AR,2021-03-28 23:59:04
523,Aykhal,66.0,111.5,14.67,99,100,5.93,RU,2021-03-28 23:59:41
524,Redmond,47.674,-122.1215,44.01,93,92,9.35,US,2021-03-29 00:04:39
525,Copiapo,-27.3667,-70.3333,59.0,77,75,10.36,CL,2021-03-29 00:04:39
526,Coahuayana,18.7333,-103.6833,77.0,57,75,17.27,MX,2021-03-29 00:04:39
527,Sorong,-0.8833,131.25,79.03,84,100,1.03,ID,2021-03-28 23:59:52
528,Port Augusta,-32.5,137.7667,69.8,64,0,6.91,AU,2021-03-29 00:04:40
529,Sarangani,5.4033,125.4636,80.78,76,99,2.84,PH,2021-03-29 00:04:40
530,Port Blair,11.6667,92.75,80.06,76,56,2.77,IN,2021-03-28 23:59:52
531,Flinders,-34.5833,150.8552,73.0,58,3,3.0,AU,2021-03-29 00:04:40
532,Akureyri,65.6835,-18.0878,30.2,69,75,20.71,IS,2021-03-29 00:04:41
533,Maldonado,-34.6667,-54.9167,66.0,94,0,6.91,UY,2021-03-29 00:04:41
534,Shingu,33.7333,135.9833,60.8,72,40,9.22,JP,2021-03-28 23:58:55
535,Namatanai,-3.6667,152.4333,84.69,67,84,7.56,PG,2021-03-28 23:58:32
536,Constitucion,-35.3333,-72.4167,57.15,68,0,0.31,CL,2021-03-28 23:58:56
537,Chicama,-7.8447,-79.1469,73.99,71,75,6.44,PE,2021-03-29 00:04:42
538,Kiunga,-6.1219,141.2906,75.61,91,100,2.84,PG,2021-03-29 00:04:42
539,Lagoa,39.05,-27.9833,59.45,82,100,16.62,PT,2021-03-28 23:58:01
540,Mamakan,57.8161,114.0028,10.29,85,88,2.37,RU,2021-03-29 00:04:42
541,Lubango,-14.9172,13.4925,60.35,86,89,1.72,AO,2021-03-29 00:04:43
542,Katangli,51.7102,143.2326,30.4,97,100,13.58,RU,2021-03-29 00:04:43
543,Sao Joao Da Barra,-21.6403,-41.0511,77.86,88,45,6.69,BR,2021-03-29 00:04:43
544,Buraydah,26.326,43.975,59.0,31,0,5.75,SA,2021-03-29 00:00:11
545,Poya,-21.35,165.15,86.61,58,20,8.23,NC,2021-03-29 00:04:44
546,Korla,41.7597,86.1469,55.81,41,100,9.26,CN,2021-03-29 00:04:44
547,Gravdal,68.1214,13.5031,36.88,85,100,15.99,NO,2021-03-29 00:04:44
548,Olinda,-8.0089,-34.8553,77.0,83,75,3.44,BR,2021-03-29 00:04:45
549,Tyulgan,52.3405,56.166,18.32,88,97,2.8,RU,2021-03-29 00:04:45
550,Gubkinskiy,64.434,76.5026,-3.84,99,89,10.98,RU,2021-03-29 00:03:08
551,Northampton,40.8754,-75.2499,55.99,86,100,17.34,US,2021-03-28 23:58:43
552,Dabat,12.9842,37.765,56.37,64,84,0.92,ET,2021-03-29 00:02:47
553,Broken Hill,-31.95,141.4333,64.4,48,8,10.36,AU,2021-03-28 23:57:52
554,Tasiilaq,65.6145,-37.6368,15.8,62,40,4.61,GL,2021-03-28 23:57:32
555,Upernavik,72.7868,-56.1549,-24.74,78,23,4.83,GL,2021-03-28 23:57:52
556,Riberalta,-10.9833,-66.1,78.8,89,75,6.91,BO,2021-03-29 00:02:48
557,Moussoro,13.6408,16.4901,74.48,12,0,21.79,TD,2021-03-29 00:02:48
558,Vaini,-21.2,-175.2,84.2,79,40,10.36,TO,2021-03-28 23:58:06
559,Punta Arenas,-53.15,-70.9167,46.4,61,0,2.3,CL,2021-03-28 23:57:02
560,Mataura,-46.1927,168.8643,62.01,90,33,10.0,NZ,2021-03-28 23:58:06
561,Saint-Augustin,51.226,-58.6502,6.82,85,37,5.32,CA,2021-03-28 23:59:03
562,Nikolskoye,59.7035,30.7861,39.99,87,0,2.24,RU,2021-03-28 23:58:08
563,Ushuaia,-54.8,-68.3,46.4,57,75,11.5,AR,2021-03-28 23:54:21
564,Port Alfred,-33.5906,26.891,65.08,78,100,20.31,ZA,2021-03-28 23:57:55
565,Saint-Philippe,-21.3585,55.7679,75.2,78,16,5.75,RE,2021-03-28 23:57:36
566,Leningradskiy,69.3833,178.4167,-3.35,91,100,5.59,RU,2021-03-28 23:58:04
567,Hobart,-42.8794,147.3294,57.99,44,75,12.66,AU,2021-03-28 23:56:53
568,Viransehir,37.2353,39.7631,41.95,50,0,8.03,TR,2021-03-29 00:02:49
569,Mount Isa,-20.7333,139.5,78.8,27,2,19.57,AU,2021-03-28 23:59:40
570,Udachnyy,66.4167,112.4,13.32,96,100,4.97,RU,2021-03-28 23:59:20
571,Ulaangom,49.9811,92.0667,16.43,83,92,3.74,MN,2021-03-28 23:59:06
572,Coromandel,-18.4733,-47.2003,74.32,57,97,2.1,BR,2021-03-29 00:02:50
573,Muroto,33.2833,134.15,55.4,82,20,3.44,JP,2021-03-28 23:58:05
574,Rikitea,-23.1203,-134.9692,79.3,74,2,15.55,PF,2021-03-28 23:57:56
575,Praya,14.9215,-23.5087,68.0,73,75,23.02,CV,2021-03-28 23:59:28
576,Georgetown,5.4112,100.3354,79.0,94,20,5.35,MY,2021-03-28 23:58:35
577,Walvis Bay,-22.9575,14.5053,61.0,94,0,6.91,NA,2021-03-28 23:58:20
578,Saint Anthony,45.0205,-93.218,45.0,39,1,12.66,US,2021-03-28 23:58:00
579,Upata,8.0086,-62.3989,77.0,91,57,1.99,VE,2021-03-28 23:59:16
580,Terme,41.2092,36.9739,46.0,87,1,2.3,TR,2021-03-28 23:59:24
581,Necochea,-38.5473,-58.7368,57.99,95,16,8.03,AR,2021-03-28 23:59:07
582,Albany,42.6001,-73.9662,52.0,78,100,17.0,US,2021-03-28 23:57:32
583,Jamestown,42.097,-79.2353,39.0,93,90,21.54,US,2021-03-28 23:57:33
584,Touros,-5.1989,-35.4608,80.6,83,20,4.61,BR,2021-03-29 00:02:51
585,Coquimbo,-29.9533,-71.3436,59.0,77,0,9.22,CL,2021-03-28 23:54:19
586,Ola,59.5833,151.2833,9.27,80,67,0.6,RU,2021-03-29 00:02:51
587,Thunder Bay,48.4001,-89.3168,32.0,47,40,13.8,CA,2021-03-28 23:58:43
588,Isangel,-19.55,169.2667,82.4,74,40,3.44,VU,2021-03-28 23:58:20
589,Bonthe,7.5264,-12.505,78.66,88,62,3.91,SL,2021-03-28 23:59:34
590,Morondava,-20.2833,44.2833,74.66,86,1,7.49,MG,2021-03-28 23:58:56
591,Aksarka,66.5606,67.7975,-21.19,100,76,3.65,RU,2021-03-29 00:02:52
592,Tiksi,71.6872,128.8694,5.13,93,100,1.36,RU,2021-03-28 23:58:33
593,Busselton,-33.65,115.3333,67.5,55,10,5.66,AU,2021-03-28 23:58:09
594,San Quintin,30.4833,-115.95,68.95,40,0,13.85,MX,2021-03-29 00:02:52
